streaming_log,mos,individual_scores,abr,content,encoding_profile,device,trace
0156.csv,68.198,[78 85 9 80 68 88 50 14 50 80 87 70 79 75 68 27 83 50 84 10 70 73 78 37 50 90 82 50 75 86 50],RateBased,document,HEVC,uhdtv,3
0157.csv,75.871,[81 84 37 85 95 100 55 66 35 80 40 85 65 95 80 60 87 60 79 90 50 65 96 77 70 90 79 50 80 90 90],RateBased,document,HEVC,uhdtv,4
0158.csv,88.351,[92 90 100 96 80 91 90 100 40 90 70 100 100 100 63 80 100 95 74 100 80 68 91 99 60 84 71 50 100 100 100],RateBased,document,HEVC,uhdtv,5
0159.csv,86.591,[87 89 50 90 83 94 92 92 85 90 85 96 65 87 82 63 100 90 65 100 86 70 100 85 81 100 73 89 95 95 93],RateBased,document,HEVC,uhdtv,6
0160.csv,22.446,[12 60 7 37 13 7 40 16 25 1 15 10 22 30 37 18 4 10 28 43 67 65 79 19 10 20 32 14 20 60 30],RateBased,document,HEVC,uhdtv,7
0161.csv,37.566,[32 71 1 26 1 36 45 41 50 1 6 45 22 13 50 43 34 40 50 24 78 81 85 1 61 50 50 81 30 56 40],RateBased,document,HEVC,uhdtv,8
0162.csv,24.689,[22 38 1 17 2 42 40 30 10 1 3 30 4 69 69 11 16 3 2 68 25 50 53 21 10 42 50 66 40 39 20],RateBased,document,HEVC,uhdtv,9
0163.csv,66.067,[80 78 42 60 50 85 60 62 87 94 64 87 85 70 85 33 36 40 72 84 67 40 75 73 80 25 61 42 92 74 50 70],RateBased,game,HEVC,hdtv,1
0164.csv,72.438,[95 100 85 66 50 91 63 11 67 41 64 77 100 75 50 20 50 65 91 90 46 65 90 65 85 89 64 73 96 74 46 84],RateBased,game,HEVC,hdtv,2
0165.csv,54.622,[74 41 50 77 50 83 41 17 18 6 11 50 41 65 28 68 50 50 92 78 20 60 68 62 70 25 75 60 88 61 75 83],RateBased,game,HEVC,hdtv,3
0166.csv,68.011,[80 71 68 63 76 74 57 33 32 76 24 78 64 75 60 63 77 70 58 48 87 60 89 84 85 13 76 45 90 66 73 83],RateBased,game,HEVC,hdtv,4
0167.csv,74.735,[95 70 83 44 65 82 70 81 77 39 40 80 70 70 65 59 99 60 93 82 100 70 90 50 95 32 91 77 97 50 87 95],RateBased,game,HEVC,hdtv,5
0168.csv,72.855,[100 72 71 72 88 82 79 44 58 86 60 75 45 65 100 75 96 40 77 71 74 55 89 88 95 33 90 41 87 50 64 90],RateBased,game,HEVC,hdtv,6
0169.csv,28.728,[25 72 3 15 50 36 11 1 54 34 30 13 50 70 65 10 1 10 32 67 37 10 7 81 35 16 8 30 65 36 38 31],RateBased,game,HEVC,hdtv,7
0170.csv,38.631,[40 35 26 38 50 72 50 1 73 65 57 15 64 45 55 72 1 35 28 46 60 40 1 26 38 47 14 17 79 28 44 42],RateBased,game,HEVC,hdtv,8
0171.csv,23.034,[21 70 68 50 1 59 11 1 3 27 3 62 32 40 33 32 5 15 21 40 11 10 1 25 37 2 25 14 50 23 45 40],RateBased,game,HEVC,hdtv,9
0172.csv,69.527,[62 75 94 42 91 67 56 59 65 41 71 62 96 41 77 88 89 68 55 60 76 100 75 86 90 66 62 68 70],RateBased,game,HEVC,phone,1
0173.csv,60.619,[74 72 43 60 83 34 64 74 54 85 62 59 64 61 40 86 71 34 60 56 74 43 77 40 80 76 26 65 47],RateBased,game,HEVC,phone,2
0174.csv,47.531,[30 44 54 71 86 1 37 73 35 84 45 50 33 61 18 72 50 18 35 66 78 11 83 29 72 34 25 63 56],RateBased,game,HEVC,phone,3
0175.csv,68.155,[50 74 76 70 90 45 60 66 44 80 72 77 47 75 67 94 85 68 46 63 90 61 84 62 80 42 31 83 82],RateBased,game,HEVC,phone,4
0176.csv,75.726,[71 85 80 75 96 27 61 89 58 95 85 62 73 70 93 94 83 61 77 73 85 81 37 89 98 73 62 89 75],RateBased,game,HEVC,phone,5
0177.csv,75.435,[69 77 85 63 87 37 60 82 55 90 78 76 79 76 75 94 85 85 80 71 95 90 81 81 84 65 82 64 72],RateBased,game,HEVC,phone,6
0178.csv,31.652,[9 28 41 53 88 71 50 6 45 30 15 37 16 10 31 77 70 42 12 46 35 89 11 30 34 31 25 18 25],RateBased,game,HEVC,phone,7
0179.csv,54.019,[7 50 52 60 91 66 50 50 36 75 50 59 87 14 36 76 78 50 42 60 34 97 50 56 62 13 30 50 62],RateBased,game,HEVC,phone,8
0180.csv,36.844,[39 23 32 35 93 27 27 10 30 62 40 55 30 20 34 75 59 44 43 59 36 41 50 50 72 24 34 30 50],RateBased,game,HEVC,phone,9
0181.csv,71.626,[81 76 83 80 50 73 60 68 90 85 68 84 70 71 69 45 76 65 30 86 77 60 80 65 47 42 81 72 80 100 90],RateBased,game,HEVC,uhdtv,1
0182.csv,75.580,[82 79 75 89 30 90 50 63 60 65 86 83 70 80 64 71 60 50 36 84 92 65 100 79 91 84 84 69 70 86 90],RateBased,game,HEVC,uhdtv,2
0183.csv,62.458,[75 80 4 75 89 89 40 60 45 70 86 45 82 70 74 21 37 50 67 1 70 56 76 37 50 82 60 59 70 81 60],RateBased,game,HEVC,uhdtv,3
0184.csv,72.656,[79 82 50 80 88 80 55 35 65 86 67 79 69 87 81 40 74 60 60 82 79 71 73 88 60 71 60 50 85 91 80],RateBased,game,HEVC,uhdtv,4
0185.csv,81.176,[84 80 41 84 79 96 90 85 85 92 87 95 89 88 73 44 78 65 50 66 82 75 82 99 77 83 61 62 85 95 100],RateBased,game,HEVC,uhdtv,5
0186.csv,84.644,[95 76 50 87 81 92 75 93 90 90 83 90 80 90 84 75 88 100 50 100 88 65 92 80 50 75 78 68 75 100 89],RateBased,game,HEVC,uhdtv,6
0187.csv,35.220,[30 60 40 68 5 7 30 4 55 8 20 20 38 40 68 71 38 20 73 39 78 59 25 6 21 78 36 22 20 64 30],RateBased,game,HEVC,uhdtv,7
0188.csv,53.173,[48 76 1 56 20 46 60 50 75 25 65 15 67 85 74 60 82 40 79 72 81 66 65 24 40 37 23 50 50 73 50],RateBased,game,HEVC,uhdtv,8
0189.csv,42.567,[80 65 50 83 25 50 55 1 65 45 13 35 78 83 5 42 42 65 30 60 58 25 100 3 40 40 71 21 30 69 20],RateBased,game,HEVC,uhdtv,9
0190.csv,87.398,[100 99 50 61 88 92 81 100 100 93 91 75 60 70 100 71 100 95 96 70 88 80 97 84 98 43 97 79 98 94 67 98],RateBased,movie,HEVC,hdtv,1
0191.csv,70.011,[85 61 81 75 85 79 57 30 50 57 66 89 65 65 40 63 81 60 91 91 82 55 83 52 85 32 85 38 95 81 67 99],RateBased,movie,HEVC,hdtv,2
0192.csv,70.319,[80 50 78 78 84 72 50 40 60 32 55 50 100 90 60 80 60 80 85 95 24 60 65 50 70 20 80 91 95 60 78 88],RateBased,movie,HEVC,hdtv,3
0193.csv,67.422,[85 81 50 66 50 86 68 44 66 76 28 50 100 65 41 70 99 65 91 58 62 45 86 41 88 10 89 37 96 60 74 99],RateBased,movie,HEVC,hdtv,4
0194.csv,79.155,[95 67 87 87 50 78 66 33 100 59 75 89 100 75 70 63 97 80 94 83 81 70 89 50 95 40 89 78 98 50 75 92],RateBased,movie,HEVC,hdtv,5
0195.csv,74.254,[94 88 78 64 92 85 76 22 68 56 66 76 88 80 75 80 96 75 81 100 56 70 90 50 90 25 92 79 97 64 69 67],RateBased,movie,HEVC,hdtv,6
0196.csv,60.394,[70 80 79 58 44 58 50 30 77 77 63 78 43 60 40 35 65 65 72 57 77 70 62 63 50 9 76 66 79 74 73 66],RateBased,movie,HEVC,hdtv,7
0197.csv,73.679,[75 61 68 61 62 82 84 100 91 50 67 50 85 80 84 63 75 40 98 92 45 60 77 52 92 93 76 65 89 76 69 78],RateBased,movie,HEVC,hdtv,8
0198.csv,81.917,[96 76 98 81 99 88 63 94 84 95 90 62 41 70 82 62 100 70 100 82 85 85 100 74 95 33 89 85 94 74 91 87],RateBased,movie,HEVC,hdtv,9
0199.csv,81.258,[72 90 96 80 100 98 64 97 82 75 80 61 72 75 100 100 84 83 79 80 74 61 95 78 100 63 70 84 91],RateBased,movie,HEVC,phone,1
0200.csv,67.424,[61 58 60 69 89 42 50 73 56 75 67 33 73 57 54 82 87 89 68 74 83 62 71 30 74 60 59 70 63],RateBased,movie,HEVC,phone,2
0201.csv,61.182,[79 40 54 20 86 42 50 80 34 90 71 58 46 61 25 90 72 65 72 64 74 35 73 30 79 85 73 67 80],RateBased,movie,HEVC,phone,3
0202.csv,69.891,[50 50 74 85 94 50 50 80 35 83 77 80 49 63 84 87 81 63 67 30 75 78 79 57 70 76 60 84 64],RateBased,movie,HEVC,phone,4
0203.csv,74.623,[66 89 85 89 93 65 50 78 39 80 56 67 76 66 95 96 84 81 64 71 83 81 90 50 90 76 65 66 75],RateBased,movie,HEVC,phone,5
0204.csv,71.560,[75 73 53 97 85 50 50 82 61 95 70 61 72 59 69 95 85 84 68 61 80 59 80 50 83 75 71 61 70],RateBased,movie,HEVC,phone,6
0205.csv,75.047,[51 82 94 91 100 70 50 82 40 70 65 65 88 50 77 92 81 89 73 69 90 73 93 85 72 73 57 64 74],RateBased,movie,HEVC,phone,7
0206.csv,74.703,[65 78 100 93 87 84 65 73 76 80 87 41 47 65 74 100 83 90 75 47 85 62 88 96 90 64 60 50 77],RateBased,movie,HEVC,phone,8
0207.csv,83.957,[84 88 97 100 100 50 70 85 60 95 83 76 95 93 93 100 75 95 71 69 88 100 89 83 100 76 57 60 83],RateBased,movie,HEVC,phone,9
0208.csv,85.542,[93 92 79 88 100 75 89 97 100 91 62 92 68 91 94 62 85 100 63 100 92 72 85 77 82 43 81 93 85 95 50],RateBased,movie,HEVC,uhdtv,1
0209.csv,71.524,[83 85 9 90 59 76 57 58 75 69 20 77 77 80 81 58 64 65 93 66 81 95 98 59 75 64 71 77 95 92 85],RateBased,movie,HEVC,uhdtv,2
0210.csv,70.797,[80 80 39 84 16 85 55 57 70 80 14 84 67 88 65 82 62 47 43 90 82 35 85 75 90 95 68 60 80 83 70],RateBased,movie,HEVC,uhdtv,3
0211.csv,74.256,[82 81 14 70 66 83 73 77 75 87 85 90 73 83 72 68 91 60 75 50 83 85 100 75 61 82 59 77 75 91 80],RateBased,movie,HEVC,uhdtv,4
0212.csv,84.202,[82 82 50 88 84 100 85 70 85 93 69 92 82 90 88 50 90 80 100 81 86 64 62 83 90 76 50 92 95 98 50],RateBased,movie,HEVC,uhdtv,5
0213.csv,80.683,[90 83 22 75 90 95 80 55 80 95 94 90 83 90 90 70 82 70 77 84 89 75 93 72 82 71 72 90 95 87 95],RateBased,movie,HEVC,uhdtv,6
0214.csv,70.719,[80 78 89 87 27 65 85 78 90 80 91 65 68 64 67 45 91 61 71 69 84 63 87 50 46 50 77 32 70 83 50],RateBased,movie,HEVC,uhdtv,7
0215.csv,77.054,[92 82 97 87 79 100 85 79 95 85 32 80 38 73 84 60 99 58 57 76 79 79 82 75 63 88 67 50 85 75 50],RateBased,movie,HEVC,uhdtv,8
0216.csv,82.203,[95 78 99 93 100 87 100 62 100 86 77 100 82 78 70 64 100 70 68 81 80 66 78 84 85 98 50 39 59 100 90],RateBased,movie,HEVC,uhdtv,9
0217.csv,88.738,[100 88 76 100 79 82 88 90 76 97 79 89 100 50 87 60 97 75 88 100 78 75 98 88 100 100 100 69 92 89 88 86],RateBased,nature,HEVC,hdtv,1
0218.csv,68.712,[85 83 77 53 87 60 63 1 64 40 52 69 60 90 64 90 82 90 56 90 78 65 77 74 85 6 89 85 97 29 66 98],RateBased,nature,HEVC,hdtv,2
0219.csv,64.743,[80 98 79 62 87 80 79 1 32 13 17 34 71 70 24 74 69 60 94 81 69 75 70 66 80 50 80 32 91 50 80 88],RateBased,nature,HEVC,hdtv,3
0220.csv,77.927,[90 95 83 62 81 75 65 41 54 72 36 87 75 75 62 82 95 80 93 80 87 65 84 73 87 65 85 74 95 50 78 98],RateBased,nature,HEVC,hdtv,4
0221.csv,89.727,[100 100 81 100 94 82 39 100 100 80 100 87 63 100 100 89 100 100 91 80 92 80 96 100 100 99 95 73 100 84 72 82],RateBased,nature,HEVC,hdtv,5
0222.csv,87.235,[100 78 65 87 82 96 89 100 97 75 96 88 70 75 100 92 98 80 70 100 100 85 94 81 100 83 97 76 100 84 65 87],RateBased,nature,HEVC,hdtv,6
0223.csv,61.847,[80 71 48 61 55 85 68 89 58 61 58 90 62 50 68 58 67 25 42 50 67 65 72 50 70 39 70 59 87 63 44 50],RateBased,nature,HEVC,hdtv,7
0224.csv,77.636,[80 75 74 96 63 83 83 87 90 37 71 62 57 65 75 34 92 75 94 79 93 65 83 81 75 90 80 41 88 73 74 69],RateBased,nature,HEVC,hdtv,8
0225.csv,77.745,[95 66 75 91 97 81 58 21 84 82 89 87 80 90 70 62 96 80 86 93 58 70 90 75 95 96 88 60 96 71 50 67],RateBased,nature,HEVC,hdtv,9
0226.csv,84.314,[86 95 100 93 89 71 50 90 58 90 80 85 75 91 100 100 86 71 95 72 86 100 89 83 87 68 63 83 90],RateBased,nature,HEVC,phone,1
0227.csv,62.504,[75 70 57 71 96 55 37 77 45 90 77 70 37 64 60 91 72 36 44 60 83 41 83 32 82 78 46 75 62],RateBased,nature,HEVC,phone,2
0228.csv,56.940,[29 43 50 85 81 5 37 72 35 84 77 72 16 56 32 76 67 43 46 32 93 43 77 81 72 73 35 69 64],RateBased,nature,HEVC,phone,3
0229.csv,72.096,[64 84 84 90 92 33 64 81 41 79 70 79 35 64 71 87 77 45 72 43 95 83 61 84 76 81 65 74 92],RateBased,nature,HEVC,phone,4
0230.csv,81.719,[91 89 90 100 100 78 95 97 64 85 71 87 91 62 80 100 92 86 94 85 95 40 87 65 98 91 66 86 69],RateBased,nature,HEVC,phone,5
0231.csv,85.979,[85 94 94 100 90 81 65 97 76 75 72 72 89 92 84 100 90 79 85 86 90 100 85 72 92 80 74 100 85],RateBased,nature,HEVC,phone,6
0232.csv,64.044,[60 73 83 64 95 65 50 80 40 67 60 64 88 49 50 89 79 65 74 63 74 71 70 50 94 54 31 58 86],RateBased,nature,HEVC,phone,7
0233.csv,81.716,[73 85 91 85 84 81 50 83 50 80 78 78 95 85 100 100 81 91 84 62 90 100 97 71 95 68 68 100 67],RateBased,nature,HEVC,phone,8
0234.csv,70.977,[68 89 73 87 98 43 56 90 47 80 65 91 70 70 62 95 81 9 70 66 71 37 18 66 90 86 45 78 71],RateBased,nature,HEVC,phone,9
0235.csv,85.787,[100 82 24 88 68 100 90 100 100 95 81 100 81 90 97 80 100 100 77 100 82 97 85 100 51 100 68 25 100 100 100],RateBased,nature,HEVC,uhdtv,1
0236.csv,71.628,[76 71 50 87 90 80 59 32 75 67 76 86 62 82 60 50 74 69 42 88 65 63 91 78 77 95 62 81 70 86 70],RateBased,nature,HEVC,uhdtv,2
0237.csv,61.250,[65 83 1 70 85 84 55 17 65 65 83 49 77 78 60 34 32 50 50 1 79 78 93 22 45 82 50 50 70 89 50],RateBased,nature,HEVC,uhdtv,3
0238.csv,78.715,[87 89 21 84 100 78 69 88 85 85 90 91 76 80 71 65 86 82 82 91 81 66 69 89 81 80 72 50 85 94 89],RateBased,nature,HEVC,uhdtv,4
0239.csv,92.821,[100 89 93 94 100 100 100 89 90 100 81 100 83 82 81 86 100 80 99 100 93 64 92 100 63 74 85 100 100 100 98],RateBased,nature,HEVC,uhdtv,5
0240.csv,88.710,[95 89 100 90 67 100 100 100 100 90 97 100 67 66 73 90 100 100 70 100 100 72 84 100 81 80 72 79 95 100 91],RateBased,nature,HEVC,uhdtv,6
0241.csv,66.111,[74 63 76 81 40 70 75 58 90 65 85 86 80 80 77 50 81 50 43 77 76 61 79 55 58 40 69 50 75 79 50],RateBased,nature,HEVC,uhdtv,7
0242.csv,81.542,[96 80 92 91 37 87 82 71 90 87 88 84 85 92 80 65 100 93 50 88 91 82 79 86 60 86 80 76 75 88 100],RateBased,nature,HEVC,uhdtv,8
0243.csv,78.564,[95 79 50 89 75 94 78 82 90 90 31 91 36 85 75 72 85 89 70 81 79 50 100 90 87 97 70 91 80 88 85],RateBased,nature,HEVC,uhdtv,9
0244.csv,65.990,[90 42 37 76 50 83 60 100 79 66 73 63 50 80 65 39 64 50 58 76 68 50 86 66 76 34 81 76 85 70 71 71],RateBased,sports,HEVC,hdtv,1
0245.csv,74.238,[85 69 86 50 95 81 57 39 71 87 68 72 84 70 60 80 95 85 93 92 64 75 90 60 86 18 88 73 95 62 67 93],RateBased,sports,HEVC,hdtv,2
0246.csv,64.252,[80 37 71 68 75 82 63 1 23 40 82 65 80 70 40 58 76 70 96 68 38 25 84 55 68 77 80 38 94 60 76 86],RateBased,sports,HEVC,hdtv,3
0247.csv,67.890,[87 57 95 60 88 73 63 1 41 68 81 80 50 70 45 75 75 85 92 90 56 68 80 74 80 10 83 74 95 63 50 87],RateBased,sports,HEVC,hdtv,4
0248.csv,81.462,[95 75 87 91 99 87 70 75 76 61 98 80 90 75 90 68 91 95 100 96 93 60 100 79 92 19 90 65 99 71 82 65],RateBased,sports,HEVC,hdtv,5
0249.csv,83.330,[100 100 94 61 91 95 73 82 93 83 85 73 43 75 100 73 74 70 100 71 80 70 92 71 100 60 92 82 98 70 83 93],RateBased,sports,HEVC,hdtv,6
0250.csv,22.190,[20 9 29 58 19 11 4 39 33 16 1 3 30 50 50 13 1 10 35 23 39 15 57 31 14 20 28 35 40 28 31 40],RateBased,sports,HEVC,hdtv,7
0251.csv,40.343,[20 23 50 64 67 31 12 73 42 75 37 22 40 50 50 21 3 65 34 65 65 30 1 36 44 30 38 26 75 68 47 50],RateBased,sports,HEVC,hdtv,8
0252.csv,41.046,[10 70 49 37 70 74 50 20 38 62 43 15 75 60 50 59 29 25 30 40 37 20 26 28 66 6 36 44 78 39 41 50],RateBased,sports,HEVC,hdtv,9
0253.csv,69.924,[50 76 86 68 86 97 62 82 57 80 52 81 67 57 64 100 82 72 82 63 78 80 87 73 63 66 65 55 71],RateBased,sports,HEVC,phone,1
0254.csv,63.195,[94 54 81 85 93 42 50 82 50 85 80 79 48 50 54 90 79 41 57 60 45 34 80 38 87 67 22 69 71],RateBased,sports,HEVC,phone,2
0255.csv,48.996,[57 17 46 50 66 36 26 74 39 80 70 84 29 50 42 84 76 36 46 50 35 19 87 37 42 63 29 66 50],RateBased,sports,HEVC,phone,3
0256.csv,62.425,[71 43 58 82 75 49 60 72 46 85 90 60 30 50 29 90 63 98 75 60 74 24 64 57 83 73 59 39 81],RateBased,sports,HEVC,phone,4
0257.csv,76.948,[75 58 97 91 100 44 39 90 78 99 87 84 86 92 100 95 83 94 74 67 40 40 82 84 98 75 40 64 99],RateBased,sports,HEVC,phone,5
0258.csv,85.500,[81 95 97 94 100 83 66 88 61 100 71 73 98 78 100 100 82 98 88 66 75 33 95 81 99 72 43 91 82],RateBased,sports,HEVC,phone,6
0259.csv,27.511,[3 15 37 50 92 25 50 21 26 40 15 7 40 10 71 1 36 70 16 67 32 29 20 10 31 17 35 25 42],RateBased,sports,HEVC,phone,7
0260.csv,46.398,[7 58 61 64 100 44 50 25 45 35 38 62 44 34 38 74 67 68 32 71 31 35 50 66 75 22 46 41 40],RateBased,sports,HEVC,phone,8
0261.csv,50.722,[38 72 56 50 94 37 32 50 63 65 57 75 56 41 42 76 77 49 41 47 35 37 74 36 36 62 56 41 64],RateBased,sports,HEVC,phone,9
0262.csv,76.844,[74 82 96 75 77 79 63 73 90 69 70 82 82 83 78 71 100 81 40 75 92 83 78 62 62 70 70 66 80 100 91],RateBased,sports,HEVC,uhdtv,1
0263.csv,78.608,[87 86 96 86 83 93 50 62 75 82 50 87 74 82 77 76 76 50 73 93 94 70 90 41 84 100 50 89 85 88 84],RateBased,sports,HEVC,uhdtv,2
0264.csv,57.275,[77 78 17 85 90 74 50 15 60 30 37 35 66 70 70 24 50 43 50 16 83 59 79 40 85 82 50 74 80 91 50],RateBased,sports,HEVC,uhdtv,3
0265.csv,69.587,[78 80 33 80 20 90 55 60 65 85 31 83 14 89 80 71 36 50 50 88 90 62 94 65 66 90 68 85 85 87 45],RateBased,sports,HEVC,uhdtv,4
0266.csv,83.777,[90 90 22 85 90 100 90 86 95 80 64 98 86 93 77 50 91 84 77 100 87 73 93 87 70 100 72 85 95 96 95],RateBased,sports,HEVC,uhdtv,5
0267.csv,90.593,[94 90 96 85 79 100 93 95 100 94 80 100 81 92 73 93 100 100 93 100 79 86 90 100 84 86 77 78 90 100 100],RateBased,sports,HEVC,uhdtv,6
0268.csv,28.841,[15 58 14 26 2 7 33 45 55 30 28 20 34 37 69 23 34 5 29 15 72 15 93 21 12 63 32 4 30 72 50],RateBased,sports,HEVC,uhdtv,7
0269.csv,49.711,[42 63 1 46 25 17 60 59 70 40 44 79 79 88 74 27 67 12 68 38 86 36 81 50 20 21 69 50 45 72 30],RateBased,sports,HEVC,uhdtv,8
0270.csv,51.255,[50 63 50 17 65 67 62 38 75 40 35 76 59 70 61 32 50 9 14 60 73 62 61 45 42 50 35 50 70 66 33],RateBased,sports,HEVC,uhdtv,9
0271.csv,59.113,[95 94 50 86 41 74 60 15 63 71 44 40 60 70 43 38 57 80 8 81 59 25 65 84 45 34 50 79 90 67 32 77],BufferOccupancy,document,H264,hdtv,1
0272.csv,69.788,[85 100 63 67 50 83 66 14 100 75 62 71 74 70 45 71 72 90 42 100 69 40 71 75 60 35 77 94 83 68 62 69],BufferOccupancy,document,H264,hdtv,2
0273.csv,68.112,[90 53 77 50 76 84 71 11 92 77 69 40 65 60 66 70 89 70 86 72 74 60 88 81 63 29 85 61 95 59 63 78],BufferOccupancy,document,H264,hdtv,3
0274.csv,64.167,[85 32 82 40 50 70 65 1 68 68 67 40 40 60 60 67 72 75 90 82 72 35 95 74 57 93 80 75 87 62 64 76],BufferOccupancy,document,H264,hdtv,4
0275.csv,63.634,[100 68 28 91 28 89 58 12 62 84 76 50 59 75 63 34 50 65 88 48 66 40 66 87 35 100 53 80 85 50 50 73],BufferOccupancy,document,H264,hdtv,5
0276.csv,65.193,[91 65 50 78 56 68 72 11 88 68 85 50 100 70 56 55 59 70 86 57 70 45 67 83 45 33 72 65 86 72 61 79],BufferOccupancy,document,H264,hdtv,6
0277.csv,51.448,[85 30 50 41 50 74 61 22 19 69 66 65 40 70 27 46 71 50 85 41 66 20 86 54 32 50 40 35 84 39 62 63],BufferOccupancy,document,H264,hdtv,7
0278.csv,62.525,[75 89 80 79 44 78 60 2 60 42 62 18 70 50 72 68 67 50 85 37 66 25 50 50 70 79 75 73 80 69 42 72],BufferOccupancy,document,H264,hdtv,8
0279.csv,47.500,[85 64 45 50 40 72 73 1 50 57 8 30 40 85 40 29 19 50 50 80 60 25 30 28 40 41 45 67 79 50 34 50],BufferOccupancy,document,H264,hdtv,9
0280.csv,56.687,[68 82 81 58 90 50 38 81 50 60 75 50 44 46 25 60 78 90 69 70 30 29 80 25 80 28 30 70 62],BufferOccupancy,document,H264,phone,1
0281.csv,65.306,[36 81 75 62 86 52 50 70 43 70 72 50 41 50 66 71 82 74 65 86 78 23 81 68 91 59 66 56 61],BufferOccupancy,document,H264,phone,2
0282.csv,64.781,[40 76 88 66 94 43 64 72 50 85 75 35 61 57 43 81 89 91 59 62 85 28 50 69 81 43 85 59 78],BufferOccupancy,document,H264,phone,3
0283.csv,57.907,[23 76 71 85 78 73 50 50 36 60 70 39 49 72 43 43 65 88 71 70 69 28 50 38 69 55 65 64 50],BufferOccupancy,document,H264,phone,4
0284.csv,63.057,[59 87 77 73 78 59 37 80 35 65 81 61 32 44 33 79 68 92 70 36 79 63 87 50 71 58 39 78 75],BufferOccupancy,document,H264,phone,5
0285.csv,61.139,[50 57 65 69 81 50 70 42 42 70 61 50 51 50 27 83 79 84 86 71 85 91 74 85 81 50 69 62 50],BufferOccupancy,document,H264,phone,6
0286.csv,50.795,[12 83 50 80 87 28 36 39 34 80 75 69 62 50 83 54 49 82 49 25 36 37 4 75 33 32 63 55 50],BufferOccupancy,document,H264,phone,7
0287.csv,53.876,[59 86 57 61 89 36 50 57 37 50 50 56 45 57 40 87 50 89 35 37 62 22 50 59 79 65 57 71 60],BufferOccupancy,document,H264,phone,8
0288.csv,52.458,[44 63 45 60 83 27 26 60 38 76 72 14 35 30 69 82 84 87 56 65 24 81 62 18 45 32 61 35 93],BufferOccupancy,document,H264,phone,9
0289.csv,60.715,[46 81 50 78 75 61 56 41 40 35 27 85 71 80 58 70 70 70 59 81 40 27 100 72 41 90 66 63 55 65 90],BufferOccupancy,document,H264,uhdtv,1
0290.csv,72.266,[69 80 58 71 71 87 70 66 75 40 38 88 75 92 66 59 50 75 82 74 83 61 83 69 78 80 79 69 45 85 85],BufferOccupancy,document,H264,uhdtv,2
0291.csv,63.482,[44 84 1 52 50 62 72 46 85 67 30 86 69 66 79 64 50 81 85 90 82 35 50 80 71 80 86 69 40 73 84],BufferOccupancy,document,H264,uhdtv,3
0292.csv,69.688,[78 89 1 75 80 66 80 72 80 78 38 86 50 85 71 62 92 70 72 89 50 63 90 71 50 80 76 84 50 89 79],BufferOccupancy,document,H264,uhdtv,4
0293.csv,65.751,[81 82 50 85 25 50 65 84 30 35 63 81 69 88 81 42 66 64 41 81 81 41 100 77 50 79 67 68 60 78 75],BufferOccupancy,document,H264,uhdtv,5
0294.csv,65.122,[78 45 50 79 10 80 50 59 40 90 78 81 66 74 69 35 45 84 89 70 44 67 84 78 57 76 78 50 65 77 75],BufferOccupancy,document,H264,uhdtv,6
0295.csv,61.379,[40 71 4 54 67 86 50 61 60 35 73 74 62 89 50 48 50 90 45 80 50 70 100 45 15 73 66 77 25 75 69],BufferOccupancy,document,H264,uhdtv,7
0296.csv,59.613,[60 70 67 68 17 66 55 50 70 20 69 68 80 74 73 61 25 40 40 80 99 73 27 54 15 80 70 50 55 94 65],BufferOccupancy,document,H264,uhdtv,8
0297.csv,52.262,[41 63 45 70 32 61 48 37 30 35 14 80 61 42 77 43 40 50 20 66 50 38 62 63 50 76 79 68 65 73 70],BufferOccupancy,document,H264,uhdtv,9
0298.csv,65.221,[90 83 77 50 65 75 72 1 64 81 33 63 60 75 50 81 62 75 91 69 79 70 61 60 36 28 65 78 89 39 34 90],BufferOccupancy,game,H264,hdtv,1
0299.csv,57.923,[85 74 77 54 65 82 38 12 66 50 52 36 60 50 56 45 67 90 78 30 66 40 50 70 70 24 76 20 93 50 42 82],BufferOccupancy,game,H264,hdtv,2
0300.csv,57.532,[70 71 50 82 29 84 91 3 33 39 69 39 80 40 55 65 75 60 75 47 64 45 60 67 50 33 58 32 90 60 29 92],BufferOccupancy,game,H264,hdtv,3
0301.csv,54.191,[85 72 50 41 50 85 40 24 36 44 61 64 85 50 72 53 50 60 89 52 45 25 49 82 45 50 69 30 80 67 34 50],BufferOccupancy,game,H264,hdtv,4
0302.csv,66.618,[95 89 65 37 69 74 64 11 50 78 75 69 74 60 66 63 67 80 43 81 73 55 71 29 74 64 77 77 90 81 70 85],BufferOccupancy,game,H264,hdtv,5
0303.csv,61.903,[90 90 76 66 2 84 31 11 73 60 40 68 68 65 60 58 67 60 83 60 66 35 54 46 50 35 84 39 85 73 39 87],BufferOccupancy,game,H264,hdtv,6
0304.csv,49.599,[40 31 50 47 39 69 43 10 72 23 63 39 40 60 55 48 77 40 64 63 45 30 56 75 27 46 65 42 55 78 48 64],BufferOccupancy,game,H264,hdtv,7
0305.csv,57.422,[90 43 79 47 38 71 58 78 77 41 40 50 70 75 60 62 32 50 70 46 68 55 45 91 35 49 58 65 77 68 37 50],BufferOccupancy,game,H264,hdtv,8
0306.csv,48.300,[70 24 30 35 2 81 20 14 81 70 74 38 30 50 59 56 50 50 50 98 42 30 62 39 45 26 65 63 82 29 46 86],BufferOccupancy,game,H264,hdtv,9
